👤UserName,⭐Rating,📝Content,💬DeveloperReply,📆Review_Year,📅Review_Month,📅Review_Day,⏰Review_Hour_12,🌓Review_AM_PM,🕰️Review_Period,🔢Comment_Length,📆Reply_Year,📅Reply_Month,📅Reply_Day,⏰Reply_Hour_12,🌓Reply_AM_PM,🧹Content_Clean,🎯 Theme,🧩 Subtheme,😊 Sentiment,🖊️ Notes,🌐 Language,Theme_GT,Subtheme_GT,Sentiment_GT
Aaa ahmed,1,اجباري يشبك مع بلوتوث حق تفتح رسالة,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,19,3,PM,Afternoon,35,2025,6,22,9,AM,اجباري يشبك مع بلوتوث حق تفتح رسالة,Technical Performance,Errors / Bugs,Negative,NA,Arabic,Technical Performance,Errors / Bugs,Negative
abofahd mashal,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,2,PM,Afternoon,5,2025,6,19,3,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
حاتم عسيري,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,12,PM,Afternoon,5,2025,6,19,12,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد احمد,5,مفيد جدًا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,11,AM,Morning,9,2025,6,19,12,PM,مفيد جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Samar 15,4,جيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,9,AM,Morning,3,2025,6,19,11,AM,جيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
المحترف,5,ممتاز 👍🏽,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,8,AM,Morning,8,2025,6,19,11,AM,ممتاز 👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ahmed Gh,5,تمام,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,8,AM,Morning,4,2025,6,19,8,AM,تمام,User Experience & Sentiment,Overall Satisfaction,Neutral,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Neutral
Azooz ido gla Ildosery,5,حلو,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,7,AM,Morning,3,2025,6,19,8,AM,حلو,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
وضاح ناصر,5,طبيق ممتاز بارك الله فيكم وجزاكم الله خير الجزاء,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,1,AM,Night,48,2025,6,19,8,AM,طبيق ممتاز بارك فيكم وجزاكم خير الجزاء,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Abdullah Ailgrabe,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,19,12,AM,Night,5,2025,6,19,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ragad123,5,ممتازة,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,11,PM,Night,6,2025,6,19,8,AM,ممتازة,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Alshhry Asdf,5,تطبيق رائع,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,9,PM,Evening,10,2025,6,19,8,AM,تطبيق رائع,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد المسالمه,5,جيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,8,PM,Evening,3,2025,6,19,8,AM,جيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Marzoq Faiz,5,ممتاز جدا جدا جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,7,PM,Evening,17,2025,6,19,8,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
احمد ال ريحان,5,تطبيق ممتاز جدا تسطيع ان تحجز مواعيدك وإلغاء الموعد بسهولة ويسر,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,6,PM,Evening,63,2025,6,19,8,AM,تطبيق ممتاز جدا تسطيع ان تحجز مواعيدك والغاء الموعد بسهولة ويسر,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ربحه,5,ممتازه جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,3,PM,Afternoon,10,2025,6,18,4,PM,ممتازة جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
خالد الوعيلي,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,1,PM,Afternoon,9,2025,6,18,2,PM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
علي الحارثي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,1,PM,Afternoon,5,2025,6,18,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عمـوري نور,5,والله م قصرو بيض وجوهكم,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,1,PM,Afternoon,23,2025,6,18,2,PM,والله ما قصرو بيض وجوهكم,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
سلطان القحطاني,5,مميز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,12,PM,Afternoon,4,2025,6,18,1,PM,مميز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Salik Gfggg,5,شكرا على كل شيء,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,6,18,11,AM,Morning,15,2025,6,18,12,PM,شكرا علي كل شيء,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
صلي على النبي,5,تجربه أكثر من راێعه,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,10,AM,Morning,19,2025,6,18,11,AM,تجربه اكثر من راێعه,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
الحسين باحسين,5,رائع جدا جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,10,AM,Morning,12,2025,6,18,11,AM,رائع جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
توأم التميز,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,7,AM,Morning,5,2025,6,18,9,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
syme qni,5,ممتاز ولكن بعض البيانات فارغة,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,18,6,AM,Morning,29,2025,6,18,10,AM,ممتاز ولكن بعض البيانات فارغة,Suggestions & UI Design,General,Negative,NA,Arabic,Content & Services,General,Negative
Md Md,2,ممتاذ,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,18,4,AM,Night,5,2025,6,18,9,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد مارش,5,تطبيق روعة,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,11,PM,Night,10,2025,6,18,9,AM,تطبيق روعة,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
يماني وٌآفُتٌخِر,5,جميل وسهل,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,11,PM,Night,9,2025,6,18,9,AM,جميل وسهل,User Experience & Sentiment,Ease Of Use,Positive,NA,Arabic,User Experience & Sentiment,Ease of Use,Positive
مصطفى جاد,5,جيد جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,10,PM,Night,7,2025,6,18,9,AM,جيد جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
مضيعه زيلع,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,9,PM,Evening,9,2025,6,18,9,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
خالد اسعد,5,الحمدلله,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,8,PM,Evening,8,2025,6,18,9,AM,الحمدلله,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ali Zahrani,5,فنان جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,8,PM,Evening,8,2025,6,18,9,AM,فنان جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
يحي الحربي,5,جميل جداااااااااااا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,7,PM,Evening,19,2025,6,18,9,AM,جميل جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Asri alNzi,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,7,PM,Evening,5,2025,6,18,9,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
حامد النعماني,5,السلام عليكم ورحمة الله وبركاته بارك الله فيكم الخدمه المقدمه من الموقع,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,6,PM,Evening,71,2025,6,18,10,AM,بارك فيكم الخدمه المقدمه من الموقع,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Yasser Abdulhamed,4,تطبيق جيد جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,6,PM,Evening,13,2025,6,18,10,AM,تطبيق جيد جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالله الربيعي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,5,PM,Afternoon,5,2025,6,18,10,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
السفياني عمر,5,منتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,4,PM,Afternoon,5,2025,6,17,4,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ahmed Al-Tarouti,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,3,PM,Afternoon,5,2025,6,17,4,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Mansour Alshqir,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,2,PM,Afternoon,5,2025,6,17,5,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
أبو رائد,5,تمام,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,2,PM,Afternoon,4,2025,6,17,5,PM,تمام,User Experience & Sentiment,Overall Satisfaction,Neutral,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Neutral
على محمد,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,11,AM,Morning,5,2025,6,17,12,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Ahmed Mamoun,5,مايفتح بسرعه تقيل جدا,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,17,10,AM,Morning,21,2025,6,17,12,PM,مايفتح بسرعه تقيل جدا,Technical Performance,App Speed,Negative,NA,Arabic,Technical Performance,App Speed,Negative
عبدالله حربوش,5,تطبيق جميل بلا شك شكراً.. ♥️,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,9,AM,Morning,28,2025,6,17,11,AM,تطبيق جميل بلا شك شكرا ♥️,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
أحمد الناصري,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,8,AM,Morning,5,2025,6,17,11,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
abdalguom babker,5,👍,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,8,AM,Morning,1,2025,6,17,8,AM,👍,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
مرزوق العتيبي,1,جيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,8,AM,Morning,3,2025,6,17,11,AM,جيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
فيصل مقبول,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,7,AM,Morning,5,2025,6,17,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
أبو فراس المصلح,5,عمل جيد تقدمه وزارة الصحة,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,17,6,AM,Morning,25,2025,6,17,8,AM,عمل جيد تقدمه وزارة الصحة,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد صالح المانعي,5,زو,"شاكرين لك تقييمك , نتمنى لك دوام الصحة والعافية",2025,6,17,4,AM,Night,2,2025,6,17,8,AM,NA,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عمر ابواحمد,5,ممتاز جدآ,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,10,PM,Night,9,2025,6,17,8,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
علي الفقيه الفقيه,5,جيد جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,10,PM,Night,7,2025,6,17,8,AM,جيد جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
هند شراحيلي,5,ممتاز حل مشاكل كثيره الله يسعدكم,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,9,PM,Evening,32,2025,6,17,11,AM,ممتاز حل مشاكل كثيره يسعدكم,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
بيوتي 123,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,8,PM,Evening,5,2025,6,17,11,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ابو يوسف,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,8,PM,Evening,9,2025,6,17,11,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
alswsoah alswsoah,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,7,PM,Evening,5,2025,6,17,11,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد عبده حسن,1,١٠,NA,2025,6,16,7,PM,Evening,2,NA,NA,NA,NA,NA,NA,User Experience & Sentiment,Overall Satisfaction,Negative,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Negative
Abo Ahmad,5,التطبيق صحيح سهل الحجز والحضور الى المراكز. بس اذا انا ملزم بالحجز وبعدين ما احصل حجز الى الاسنان والمركز يقول لازم تحجز! كيف اتعالج؟!,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,16,2,PM,Afternoon,134,2025,6,17,12,PM,التطبيق صحيح سهل الحجز والحضور الي المراكز. اذا انا ملزم بالحجز وبعدين ما احصل حجز الي الاسنان والمركز يقول لازم تحجز! كيف اتعالج؟!,Content & Services,Appointment Booking,Negative,NA,Arabic,Content & Services,Appointment Booking,Negative
ابو نهال الشعيبي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,1,PM,Afternoon,5,2025,6,16,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
abdwo algalil,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,12,PM,Afternoon,5,2025,6,16,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
أحمد الكويلي,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,12,PM,Afternoon,5,2025,6,16,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ولد الشرقية,5,شكرا لكل طاقمكم المبارك واسعدكم الله😇🙏👼 اينما كنتم وجعله في ميزان حسناتكم,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,12,PM,Afternoon,73,2025,6,16,2,PM,شكرا لكل طاقمكم المبارك واسعدكم 😇🙏👼 اينما كنتم وجعله في ميزان حسناتكم,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
وليد خالد الهبوب,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,10,AM,Morning,5,2025,6,16,2,PM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
مريم العيسى,5,جميل جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,9,AM,Morning,8,2025,6,16,2,PM,جميل جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
KHD 11,1,في البداية كان ممتاز اما الآن سيئ و ما اقدر أحجز موعد لأن بالأساس ما يظهر لي مواعيد.,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,16,9,AM,Morning,84,2025,6,16,2,PM,في البداية كان ممتاز اما الان سيئ و ما اقدر احجز موعد لان بالاساس ما يظهر لي مواعيد.,Content & Services,Appointment Booking,Negative,NA,Arabic,Content & Services,Appointment Booking,Negative
Fahd Fahd,1,سيىى ايقاف المحاولات والانظار يسبب تأخير دون سبب,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,16,7,AM,Morning,48,2025,6,16,8,AM,سيئ ايقاف المحاولات والانتظار يسبب تاخير دون سبب,Technical Performance,Stability,Negative,NA,Arabic,Technical Performance,Stability,Negative
Tamer Gomaa,5,جيد جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,7,AM,Morning,7,2025,6,16,8,AM,جيد جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
محمد المقبل,5,جيد,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,6,AM,Morning,3,2025,6,16,8,AM,جيد,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
ايمان الغره,5,رائع جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,4,AM,Night,8,2025,6,16,8,AM,رائع جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
sss,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,4,AM,Night,5,2025,6,16,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Anwar Abdo,5,خدمات جيده,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,1,AM,Night,10,2025,6,16,8,AM,خدمات جيده,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Mz Ms,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,12,AM,Night,5,2025,6,16,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
زيد المطيري,5,تمام,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,16,12,AM,Night,4,2025,6,16,8,AM,تمام,User Experience & Sentiment,Overall Satisfaction,Neutral,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Neutral
ماجدة عبدالله,5,موفقين,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,11,PM,Night,6,2025,6,16,8,AM,موفقين,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
الشافعي الفاضل,5,ممتاز,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,10,PM,Night,5,2025,6,16,8,AM,ممتاز,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عيسى محمد,5,حلو,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,8,PM,Evening,3,2025,6,16,8,AM,حلو,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
عبدالله حسن سليمان عمر,5,ممتاز جدا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,7,PM,Evening,9,2025,6,16,8,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
جابر جابر,5,تمام,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,6,PM,Evening,4,2025,6,16,8,AM,تمام,User Experience & Sentiment,Overall Satisfaction,Neutral,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Neutral
Fahad Aljafary,5,تطبيق لمنصة صحتي شكرا جزيلا,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,5,PM,Afternoon,27,2025,6,16,8,AM,تطبيق لمنصة صحتي شكرا جزيلا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Amr,5,ممتاز جداً جداً,"شكراً لمشاركتنا رأيك ،نتمنى لكم دوام الصحة والعافية",2025,6,15,4,PM,Afternoon,15,2025,6,16,8,AM,ممتاز جدا,User Experience & Sentiment,Overall Satisfaction,Positive,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Positive
Nwf Alatwi,1,سيء للغايه,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,15,3,PM,Afternoon,10,2025,6,16,8,AM,سيئ للغايه,User Experience & Sentiment,Overall Satisfaction,Negative,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Negative
Mohmad Mohsen,1,فاشل,"شاكرين لك وقتك وتقييمك، كما نعتذر عن الصعوبات التي تواجهك لطفًا تواصل معنا عبر حسابنا الرسمي في منصة X : @Sehhatyapp
أو عبر بريدنا الإلكتروني:
‏Support@sehhaty.sa""",2025,6,15,3,PM,Afternoon,4,2025,6,16,8,AM,فاشل,User Experience & Sentiment,Overall Satisfaction,Negative,NA,Arabic,User Experience & Sentiment,Overall Satisfaction,Negative
